n;time;R;G;B;is Buble
46; 18:55:22;140.14037037037036;185.35666666666665;231.50629629629628;[1.];
47; 18:55:22;140.14037037037036;185.35666666666665;231.50629629629628;[1.];
48; 18:55:22;140.14037037037036;185.35666666666665;231.50629629629628;[1.];
49; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
50; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
51; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
52; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
53; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
54; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
55; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
56; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
57; 18:55:22;139.48518518518517;185.19185185185185;231.46148148148148;[1.];
58; 18:55:22;140.37703703703704;185.20222222222222;231.5222222222222;[1.];
59; 18:55:22;140.07555555555555;185.0162962962963;231.42962962962963;[1.];
60; 18:55:22;140.07555555555555;185.0162962962963;231.42962962962963;[1.];
61; 18:55:22;140.26666666666668;185.6074074074074;231.15703703703704;[1.];
62; 18:55:22;140.03296296296296;185.32925925925926;230.9737037037037;[1.];
63; 18:55:22;140.36666666666667;185.32814814814816;231.3162962962963;[1.];
64; 18:55:22;140.36666666666667;185.32814814814816;231.3162962962963;[1.];
65; 18:55:22;140.12333333333333;185.40037037037038;231.07148148148147;[1.];
66; 18:55:22;140.01;185.1774074074074;231.60111111111112;[1.];
67; 18:55:22;140.06740740740742;185.35037037037037;231.50148148148148;[1.];
68; 18:55:22;140.19814814814814;185.25148148148148;231.23222222222222;[1.];
69; 18:55:22;140.19814814814814;185.25148148148148;231.23222222222222;[1.];
70; 18:55:22;140.57962962962964;185.38555555555556;231.28333333333333;[1.];
71; 18:55:22;140.22333333333333;185.14925925925925;231.4825925925926;[1.];
72; 18:55:22;140.22333333333333;185.14925925925925;231.4825925925926;[1.];
73; 18:55:22;139.98481481481483;185.44555555555556;231.05444444444444;[1.];
74; 18:55:22;140.18407407407406;185.13074074074075;231.15;[1.];
75; 18:55:22;139.84962962962962;185.46296296296296;231.38888888888889;[1.];
76; 18:55:22;139.84962962962962;185.46296296296296;231.38888888888889;[1.];
77; 18:55:22;140.28222222222223;185.20518518518517;231.38;[1.];
78; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
79; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
80; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
81; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
82; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
83; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
84; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
85; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
86; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
87; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
88; 18:55:22;137.37555555555556;177.39481481481482;230.54592592592593;[1.];
89; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
90; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
91; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
92; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
93; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
94; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
95; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
96; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
97; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
98; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
99; 18:55:22;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
100; 18:55:23;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
101; 18:55:23;140.43185185185186;184.7074074074074;231.3651851851852;[1.];
102; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
103; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
104; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
105; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
106; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
107; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
108; 18:55:23;140.13148148148147;184.65740740740742;231.40407407407406;[1.];
109; 18:55:23;135.15074074074073;155.3374074074074;228.86925925925925;[1.];
110; 18:55:23;134.13777777777779;174.0888888888889;229.10222222222222;[1.];
111; 18:55:23;139.9488888888889;184.48666666666668;231.15925925925927;[1.];
112; 18:55:23;139.9488888888889;184.48666666666668;231.15925925925927;[1.];
113; 18:55:23;139.68777777777777;184.11296296296297;231.20333333333335;[1.];
114; 18:55:23;138.61703703703705;167.25407407407408;229.5574074074074;[1.];
115; 18:55:23;139.37185185185186;182.95851851851853;230.61481481481482;[1.];
116; 18:55:23;139.37185185185186;182.95851851851853;230.61481481481482;[1.];
117; 18:55:23;139.76888888888888;184.99407407407406;231.46592592592592;[1.];
118; 18:55:23;140.1611111111111;184.83814814814815;231.2025925925926;[1.];
119; 18:55:23;139.99444444444444;184.9662962962963;231.23444444444445;[1.];
120; 18:55:23;139.99444444444444;184.9662962962963;231.23444444444445;[1.];
121; 18:55:23;139.6988888888889;185.1048148148148;230.91962962962964;[1.];
122; 18:55:23;139.85925925925926;185.1985185185185;231.43666666666667;[1.];
123; 18:55:23;140.29296296296297;185.20407407407407;231.45;[1.];
124; 18:55:23;140.59444444444443;185.5337037037037;231.49370370370372;[1.];
125; 18:55:23;140.59444444444443;185.5337037037037;231.49370370370372;[1.];
126; 18:55:23;140.2285185185185;185.45518518518517;231.26555555555555;[1.];
127; 18:55:23;140.06148148148148;185.19925925925926;231.60814814814816;[1.];
128; 18:55:23;140.06148148148148;185.19925925925926;231.60814814814816;[1.];
129; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
130; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
131; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
132; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
133; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
134; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
135; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
136; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
137; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
138; 18:55:23;140.44592592592593;185.23111111111112;231.10925925925926;[1.];
139; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
140; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
141; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
142; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
143; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
144; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
145; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
146; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
147; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
148; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
149; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
150; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
151; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
152; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
153; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
154; 18:55:23;139.9914814814815;185.3188888888889;231.64777777777778;[1.];
155; 18:55:23;140.23444444444445;185.20185185185184;231.45851851851853;[1.];
156; 18:55:23;140.23444444444445;185.20185185185184;231.45851851851853;[1.];
157; 18:55:23;140.23444444444445;185.20185185185184;231.45851851851853;[1.];
158; 18:55:23;140.2277777777778;185.48555555555555;231.26444444444445;[1.];
159; 18:55:23;140.3788888888889;185.2722222222222;231.36111111111111;[1.];
160; 18:55:23;140.3788888888889;185.2722222222222;231.36111111111111;[1.];
161; 18:55:23;140.40925925925927;185.27296296296296;231.38703703703703;[1.];
162; 18:55:23;139.9048148148148;185.2025925925926;231.3759259259259;[1.];
163; 18:55:23;140.52444444444444;185.49333333333334;231.27555555555554;[1.];
164; 18:55:23;140.03037037037038;185.2674074074074;231.01703703703703;[1.];
165; 18:55:23;140.03037037037038;185.2674074074074;231.01703703703703;[1.];
166; 18:55:23;140.2925925925926;185.4688888888889;231.4911111111111;[1.];
167; 18:55:23;139.95111111111112;185.31407407407409;231.57925925925926;[1.];
168; 18:55:23;140.42185185185184;185.29592592592593;231.82777777777778;[1.];
169; 18:55:23;140.60814814814816;185.21851851851852;231.33851851851853;[1.];
170; 18:55:23;140.60814814814816;185.21851851851852;231.33851851851853;[1.];
171; 18:55:23;140.0048148148148;185.24925925925925;231.40925925925927;[1.];
172; 18:55:23;139.85703703703703;185.12814814814814;231.6677777777778;[1.];
173; 18:55:23;139.82962962962964;185.6948148148148;231.36592592592592;[1.];
174; 18:55:23;139.82962962962964;185.6948148148148;231.36592592592592;[1.];
175; 18:55:23;140.58814814814815;185.36444444444444;231.36888888888888;[1.];
176; 18:55:23;139.72703703703704;185.36407407407407;231.51074074074074;[1.];
177; 18:55:23;139.72703703703704;185.36407407407407;231.51074074074074;[1.];
178; 18:55:23;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
179; 18:55:23;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
180; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
181; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
182; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
183; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
184; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
185; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
186; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
187; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
188; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
189; 18:55:24;140.43185185185186;185.27333333333334;231.26296296296297;[1.];
190; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
191; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
192; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
193; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
194; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
195; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
196; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
197; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
198; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
199; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
200; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
201; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
202; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
203; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
204; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
205; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
206; 18:55:24;140.10407407407408;185.54555555555555;231.35592592592593;[1.];
207; 18:55:24;140.12444444444444;185.49481481481482;231.21777777777777;[1.];
208; 18:55:24;140.32407407407408;185.30777777777777;231.15074074074073;[1.];
209; 18:55:24;139.95592592592592;185.37222222222223;231.3025925925926;[1.];
210; 18:55:24;139.95592592592592;185.37222222222223;231.3025925925926;[1.];
211; 18:55:24;140.3074074074074;185.21407407407406;231.43037037037038;[1.];
212; 18:55:24;140.46814814814815;185.41925925925926;231.32296296296298;[1.];
213; 18:55:24;140.22444444444446;185.36074074074074;231.3740740740741;[1.];
214; 18:55:24;140.22444444444446;185.36074074074074;231.3740740740741;[1.];
215; 18:55:24;140.30592592592592;185.38444444444445;231.44962962962964;[1.];
216; 18:55:24;140.21259259259259;185.41407407407408;231.2985185185185;[1.];
217; 18:55:24;140.00703703703704;185.51814814814816;231.3151851851852;[1.];
218; 18:55:24;140.00703703703704;185.51814814814816;231.3151851851852;[1.];
219; 18:55:24;140.34037037037038;185.25296296296295;231.14185185185184;[1.];
220; 18:55:24;140.59222222222223;185.62925925925927;231.54185185185185;[1.];
221; 18:55:24;140.59222222222223;185.62925925925927;231.54185185185185;[1.];
222; 18:55:24;140.0537037037037;185.43148148148148;231.25074074074075;[1.];
223; 18:55:24;140.1611111111111;185.3788888888889;231.3951851851852;[1.];
224; 18:55:24;137.05851851851853;167.60814814814816;229.41407407407408;[1.];
225; 18:55:24;140.15703703703704;185.02814814814815;231.49333333333334;[1.];
226; 18:55:24;140.15703703703704;185.02814814814815;231.49333333333334;[1.];
227; 18:55:24;140.15703703703704;185.02814814814815;231.49333333333334;[1.];
228; 18:55:24;140.15703703703704;185.02814814814815;231.49333333333334;[1.];
229; 18:55:24;139.89962962962963;185.22555555555556;231.11;[1.];
230; 18:55:24;139.89962962962963;185.22555555555556;231.11;[1.];
231; 18:55:24;139.89962962962963;185.22555555555556;231.11;[1.];
232; 18:55:24;139.89962962962963;185.22555555555556;231.11;[1.];
233; 18:55:24;139.89962962962963;185.22555555555556;231.11;[1.];
234; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
235; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
236; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
237; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
238; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
239; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
240; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
241; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
242; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
243; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
244; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
245; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
246; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
247; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
248; 18:55:24;139.39555555555555;185.23407407407407;230.9362962962963;[1.];
249; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
250; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
251; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
252; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
253; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
254; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
255; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
256; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
257; 18:55:24;139.9477777777778;184.99962962962962;231.5522222222222;[1.];
258; 18:55:24;139.5825925925926;185.0048148148148;231.4774074074074;[1.];
259; 18:55:24;140.15740740740742;185.20333333333335;231.70851851851853;[1.];
260; 18:55:24;140.15740740740742;185.20333333333335;231.70851851851853;[1.];
261; 18:55:24;139.96740740740742;185.50666666666666;231.53925925925927;[1.];
262; 18:55:24;139.9448148148148;185.5225925925926;231.12185185185186;[1.];
263; 18:55:24;140.3440740740741;185.2625925925926;231.41666666666666;[1.];
264; 18:55:24;139.63518518518518;184.7877777777778;231.5937037037037;[1.];
265; 18:55:24;139.63074074074075;182.38185185185185;231.68703703703704;[1.];
266; 18:55:24;139.63074074074075;182.38185185185185;231.68703703703704;[1.];
267; 18:55:24;136.95111111111112;174.84740740740742;229.25185185185185;[1.];
268; 18:55:24;140.45666666666668;185.09074074074073;231.10407407407408;[1.];
269; 18:55:24;140.22222222222223;184.9437037037037;231.2888888888889;[1.];
270; 18:55:25;140.22222222222223;184.9437037037037;231.2888888888889;[1.];
271; 18:55:25;140.0214814814815;185.20814814814815;231.38444444444445;[1.];
272; 18:55:25;139.99777777777777;185.08814814814815;231.37703703703704;[1.];
273; 18:55:25;140.4111111111111;185.26888888888888;231.5962962962963;[1.];
274; 18:55:25;139.91666666666666;185.29296296296297;231.27370370370372;[1.];
275; 18:55:25;139.91666666666666;185.29296296296297;231.27370370370372;[1.];
276; 18:55:25;140.3440740740741;185.44037037037037;231.59592592592594;[1.];
277; 18:55:25;140.3440740740741;185.44037037037037;231.59592592592594;[1.];
278; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
279; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
280; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
281; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
282; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
283; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
284; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
285; 18:55:25;140.43148148148148;185.4225925925926;231.19148148148147;[1.];
286; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
287; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
288; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
289; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
290; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
291; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
292; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
293; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
294; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
295; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
296; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
297; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
298; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
299; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
300; 18:55:25;140.1962962962963;185.49851851851852;231.6037037037037;[1.];
301; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
302; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
303; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
304; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
305; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
306; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
307; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
308; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
309; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
310; 18:55:25;140.45037037037036;185.2577777777778;231.66518518518518;[1.];
311; 18:55:25;140.0874074074074;185.54666666666665;231.61037037037036;[1.];
312; 18:55:25;140.2037037037037;185.64666666666668;231.2525925925926;[1.];
313; 18:55:25;140.2037037037037;185.64666666666668;231.2525925925926;[1.];
314; 18:55:25;140.16666666666666;185.73111111111112;231.2274074074074;[1.];
315; 18:55:25;139.87444444444444;185.13962962962964;231.29666666666665;[1.];
316; 18:55:25;140.23222222222222;185.31962962962962;231.41;[1.];
317; 18:55:25;140.06185185185186;185.3448148148148;231.7788888888889;[1.];
318; 18:55:25;140.06185185185186;185.3448148148148;231.7788888888889;[1.];
319; 18:55:25;140.7637037037037;185.5562962962963;231.27481481481482;[1.];
320; 18:55:25;140.14925925925925;185.41148148148147;231.51666666666668;[1.];
321; 18:55:25;140.46444444444444;185.26296296296297;231.5785185185185;[1.];
322; 18:55:25;140.46444444444444;185.26296296296297;231.5785185185185;[1.];
323; 18:55:25;140.1037037037037;185.2414814814815;231.42074074074074;[1.];
324; 18:55:25;140.0377777777778;185.17555555555555;231.3874074074074;[1.];
325; 18:55:25;139.9874074074074;185.57111111111112;231.25703703703704;[1.];
326; 18:55:25;139.9874074074074;185.57111111111112;231.25703703703704;[1.];
327; 18:55:25;139.95333333333335;185.47185185185185;231.39925925925925;[1.];
328; 18:55:25;140.32518518518518;185.33703703703705;231.39481481481482;[1.];
329; 18:55:25;140.32518518518518;185.33703703703705;231.39481481481482;[1.];
330; 18:55:25;140.32518518518518;185.33703703703705;231.39481481481482;[1.];
331; 18:55:25;140.32518518518518;185.33703703703705;231.39481481481482;[1.];
332; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
333; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
334; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
335; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
336; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
337; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
338; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
339; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
340; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
341; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
342; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
343; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
344; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
345; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
346; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
347; 18:55:25;139.78407407407408;185.34703703703704;231.6685185185185;[1.];
348; 18:55:25;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
349; 18:55:25;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
350; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
351; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
352; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
353; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
354; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
355; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
356; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
357; 18:55:26;139.5588888888889;185.42111111111112;231.21962962962962;[1.];
358; 18:55:26;140.26185185185184;185.19814814814814;231.29296296296297;[1.];
359; 18:55:26;140.24481481481482;185.38407407407408;231.5825925925926;[1.];
360; 18:55:26;140.22296296296295;185.42888888888888;231.27333333333334;[1.];
361; 18:55:26;140.22296296296295;185.42888888888888;231.27333333333334;[1.];
362; 18:55:26;139.1811111111111;173.28037037037038;231.06407407407409;[1.];
363; 18:55:26;139.20518518518517;183.37555555555556;230.9814814814815;[1.];
364; 18:55:26;140.39814814814815;185.18037037037038;231.65296296296296;[1.];
365; 18:55:26;139.77074074074073;184.91592592592593;231.25666666666666;[1.];
366; 18:55:26;139.77074074074073;184.91592592592593;231.25666666666666;[1.];
367; 18:55:26;140.4777777777778;185.16814814814813;231.11037037037036;[1.];
368; 18:55:26;140.0911111111111;185.26;231.44518518518518;[1.];
